testament,strongs,default_rendering,occurrences,lsg_contains_default,agreement
OT,H2169,chamois,1,0,0.000
OT,H2173,meilleur fruit,1,0,0.000
OT,H220,cote,1,0,0.000
OT,H2223,lévrier,1,0,0.000
OT,H2225,lever,1,0,0.000
OT,H2234,semence,1,0,0.000
OT,H2253,retraite,1,0,0.000
OT,H2257,dommage,1,0,0.000
OT,H2262,Habazania,1,0,0.000
OT,H2271,compagnons,1,0,0.000
OT,H2274,compagnie,1,0,0.000
OT,H2277,Hébriens,1,0,0.000
OT,H2281,poêle,1,0,0.000
OT,H2283,terreur,1,0,0.000
OT,H229,Ezbai,1,0,0.000
OT,H2293,Haggija,1,0,0.000
OT,H2317,Hadrach,1,0,0.000
OT,H2321,Hodès,1,0,0.000
OT,H2322,Hadasha,1,0,0.000
OT,H2327,Hobah,1,0,0.000
OT,H2335,Hozai,1,0,0.000
OT,H2337,fourré,1,0,0.000
OT,H2355,réseau,1,0,0.000
OT,H2364,Husha,1,0,0.000
OT,H2378,vision,1,0,0.000
OT,H2382,Hazaïa,1,0,0.000
OT,H2383,Hézion,1,0,0.000
OT,H2395,Hézeki,1,0,0.000
OT,H240,piquet,1,0,0.000
OT,H2405,sculptures,1,0,0.000
OT,H2423,bête,1,0,0.000
OT,H2424,vie,1,0,0.000
OT,H2434,mur,1,0,0.000
OT,H2448,rougeur,1,0,0.000
OT,H2462,Helbah,1,0,0.000
OT,H2467,belette,1,0,0.000
OT,H2475,perdition,1,0,0.000
OT,H2476,défaite,1,0,0.000
OT,H2484,joyau,1,0,0.000
OT,H2492,rêve,1,0,0.000
OT,H2495,blanc d'œuf,1,0,0.000
OT,H2515,division,1,0,0.000
OT,H2516,Helkites,1,0,0.000
OT,H2528,fureur,1,0,0.000
OT,H2533,Hemdân,1,0,0.000
OT,H2536,Hamuel,1,0,0.000
OT,H2542,hanches,1,0,0.000
OT,H2546,limace,1,0,0.000
OT,H255,créature des déserts,1,0,0.000
OT,H2561,vin rouge,1,0,0.000
OT,H2581,Hén,1,0,0.000
OT,H2590,embaumement,1,0,0.000
OT,H2593,serviteur entraîné,1,0,0.000
OT,H2594,faveur,1,0,0.000
OT,H2599,Hanokites,1,0,0.000
OT,H2609,Hanes,1,0,0.000
OT,H261,Éhud,1,0,0.000
OT,H2613,profanité,1,0,0.000
OT,H262,déclaration,1,0,0.000
OT,H2622,confiance,1,0,0.000
OT,H265,Ahoach,1,0,0.000
OT,H2662,Hepherites,1,0,0.000
OT,H2663,Haphraïm,1,0,0.000
OT,H2665,recherche,1,0,0.000
OT,H2667,précieux,1,0,0.000
OT,H2668,liberté,1,0,0.000
OT,H2681,cour,1,0,0.000
OT,H2683,sein,1,0,0.000
OT,H2699,Hatséroth,1,0,0.000
OT,H2728,hanneton,1,0,0.000
OT,H2737,chaîne,1,0,0.000
OT,H2746,ardeur brûlante,1,0,0.000
OT,H276,Ahuzzath,1,0,0.000
OT,H2774,Harnepher,1,0,0.000
OT,H2788,lieu aride,1,0,0.000
OT,H2792,Hérès,1,0,0.000
OT,H2798,Charashim,1,0,0.000
OT,H2806,Hasbadana,1,0,0.000
OT,H2807,Hashuba,1,0,0.000
OT,H2812,Hasabna,1,0,0.000
OT,H2829,Heshmon,1,0,0.000
OT,H2841,obscurité,1,0,0.000
OT,H2858,sceau,1,0,0.000
OT,H2861,mariage,1,0,0.000
OT,H2863,proie,1,0,0.000
OT,H2866,terreur,1,0,0.000
OT,H287,Ahimoth,1,0,0.000
OT,H2871,vêtements teints,1,0,0.000
OT,H2875,Tébach,1,0,0.000
OT,H2880,Tibchath,1,0,0.000
OT,H2882,Tebaliah,1,0,0.000
OT,H2886,Tabrimmon,1,0,0.000
OT,H291,Ahian,1,0,0.000
OT,H2911,mouture,1,0,0.000
OT,H2912,moulin,1,0,0.000
OT,H2913,mouture,1,0,0.000
OT,H2915,crépi,1,0,0.000
OT,H292,Ahinadab,1,0,0.000
OT,H2923,Telam,1,0,0.000
OT,H2925,captivité,1,0,0.000
OT,H2939,goût,1,0,0.000
OT,H2949,nourrisson,1,0,0.000
OT,H2955,Taphath,1,0,0.000
OT,H2972,Jaïrite,1,0,0.000
OT,H2979,Jéathraï,1,0,0.000
OT,H298,Ahiramites,1,0,0.000
OT,H2997,Ibneïa,1,0,0.000
OT,H2998,Jibneïa,1,0,0.000
OT,H3000,Jéberéchia,1,0,0.000
OT,H3012,Jigdaliahu,1,0,0.000
OT,H3022,labeur,1,0,0.000
OT,H3024,lassitude,1,0,0.000
OT,H303,Achlab,1,0,0.000
OT,H3030,Idala,1,0,0.000
OT,H3031,Idbash,1,0,0.000
OT,H3033,bien-aimée,1,0,0.000
OT,H3039,bien-aimé,1,0,0.000
OT,H3041,Jedidiah,1,0,0.000
OT,H3053,fardeau,1,0,0.000
OT,H3056,Jehdai,1,0,0.000
OT,H3057,Jehudija,1,0,0.000
OT,H308,Ahasbai,1,0,0.000
OT,H3081,Jéhucal,1,0,0.000
OT,H3089,Jehosheba,1,0,0.000
OT,H3105,ruisseau,1,0,0.000
OT,H3108,Jozachar,1,0,0.000
OT,H3125,Grecs,1,0,0.000
OT,H3126,jeune pousse,1,0,0.000
OT,H313,Aher,1,0,0.000
OT,H3131,Josiphiah,1,0,0.000
OT,H3133,Joed,1,0,0.000
OT,H3139,Jorah,1,0,0.000
OT,H3143,Josibias,1,0,0.000
OT,H3144,Joshah,1,0,0.000
OT,H3145,Joshaviah,1,0,0.000
OT,H315,Aharach,1,0,0.000
OT,H3150,Jezia,1,0,0.000
OT,H3152,Jezlia,1,0,0.000
OT,H316,Aharhel,1,0,0.000
OT,H3167,Jachazia,1,0,0.000
OT,H3170,Jahtséra,1,0,0.000
OT,H3174,Jehiel,1,0,0.000
OT,H3178,Jachleélites,1,0,0.000
OT,H3184,Jachtséelites,1,0,0.000
OT,H3185,Jachziel,1,0,0.000
OT,H3188,généalogie,1,0,0.000
OT,H320,fin,1,0,0.000
OT,H3200,Jachinites,1,0,0.000
OT,H3219,besace,1,0,0.000
OT,H3222,mulet,1,0,0.000
OT,H3236,Jimrah,1,0,0.000
OT,H3238,oppression,1,0,0.000
OT,H3242,jeune rameau,1,0,0.000
OT,H3246,départ,1,0,0.000
OT,H3248,fondement,1,0,0.000
OT,H3249,déserteurs,1,0,0.000
OT,H3250,réprimande,1,0,0.000
OT,H3252,Isca,1,0,0.000
OT,H326,Hachashtari,1,0,0.000
OT,H3262,Jehiel,1,0,0.000
OT,H3263,Jeuz,1,0,0.000
OT,H3275,Jachan,1,0,0.000
OT,H3285,Jaanaï,1,0,0.000
OT,H3298,Jaareshja,1,0,0.000
OT,H330,fin lin,1,0,0.000
OT,H3301,Jiphdéja,1,0,0.000
OT,H3307,calomniateur,1,0,0.000
OT,H3311,Japhleti,1,0,0.000
OT,H3328,Jitsehar,1,0,0.000
OT,H3333,fonte,1,0,0.000
OT,H3339,Jitsri,1,0,0.000
OT,H3343,Jekabzeel,1,0,0.000
OT,H3344,brasier,1,0,0.000
OT,H3346,embrasement,1,0,0.000
OT,H3348,Jakeh,1,0,0.000
OT,H3368,précieuse,1,0,0.000
OT,H3375,Jirjon,1,0,0.000
OT,H3380,Jérubbéscheth,1,0,0.000
OT,H3387,verdure,1,0,0.000
OT,H3413,Jérémaï,1,0,0.000
OT,H3416,Irpeel,1,0,0.000
OT,H3428,Jesebeab,1,0,0.000
OT,H3429,Josheb-Basshébeth,1,0,0.000
OT,H3431,Jishbach,1,0,0.000
OT,H3439,Jeshoaïa,1,0,0.000
OT,H3441,Jesuites,1,0,0.000
OT,H3443,Jésua,1,0,0.000
OT,H3445,abattement,1,0,0.000
OT,H3450,Jesimael,1,0,0.000
OT,H3451,désolation,1,0,0.000
OT,H3454,Jeshishaï,1,0,0.000
OT,H3457,Jishma,1,0,0.000
OT,H3461,Ishmeraï,1,0,0.000
OT,H3464,Jashen,1,0,0.000
OT,H3472,Jishpa,1,0,0.000
OT,H3473,Jishpan,1,0,0.000
OT,H3475,Jesher,1,0,0.000
OT,H3480,Jesarela,1,0,0.000
OT,H3494,Jethla,1,0,0.000
OT,H35,désir,1,0,0.000
OT,H3501,Jéthra,1,0,0.000
OT,H3517,pesanteur,1,0,0.000
OT,H3545,guérison,1,0,0.000
OT,H3559,préparation,1,0,0.000
OT,H3560,Chun,1,0,0.000
OT,H3572,Cushan,1,0,0.000
OT,H3574,chaîne,1,0,0.000
OT,H3578,Chozéba,1,0,0.000
OT,H3580,Kezib,1,0,0.000
OT,H3592,Kidôn,1,0,0.000
OT,H3593,combat,1,0,0.000
OT,H3594,Kiyoun,1,0,0.000
OT,H36,Abitub,1,0,0.000
OT,H3600,fourneau,1,0,0.000
OT,H3615,fin,1,0,0.000
OT,H3621,Keloubaï,1,0,0.000
OT,H3623,fiançailles,1,0,0.000
OT,H3636,Kélal,1,0,0.000
OT,H3650,ténèbres,1,0,0.000
OT,H3656,Kanné,1,0,0.000
OT,H3657,vigne,1,0,0.000
OT,H3666,marchandise,1,0,0.000
OT,H3676,serment,1,0,0.000
OT,H3684,fou,1,0,0.000
OT,H3686,Késil,1,0,0.000
OT,H3694,Chesulloth,1,0,0.000
OT,H3714,poutre,1,0,0.000
OT,H372,Jeezer,1,0,0.000
OT,H3722,propitiation,1,0,0.000
OT,H3737,bonnet,1,0,0.000
OT,H3738,fosse,1,0,0.000
OT,H3740,festin,1,0,0.000
OT,H3741,cabanes,1,0,0.000
OT,H3768,coton,1,0,0.000
OT,H3771,Carshena,1,0,0.000
OT,H3776,agnelle,1,0,0.000
OT,H3786,sorcier,1,0,0.000
OT,H3789,écrit,1,0,0.000
OT,H379,Jishod,1,0,0.000
OT,H3793,tatouage,1,0,0.000
OT,H3822,Lébaoth,1,0,0.000
OT,H3840,pavé,1,0,0.000
OT,H3862,troupe,1,0,0.000
OT,H3869,noisetier,1,0,0.000
OT,H3883,escalier en colimaçon,1,0,0.000
OT,H3889,Laïs,1,0,0.000
OT,H3891,perversité,1,0,0.000
OT,H3911,lézard,1,0,0.000
OT,H3912,Letushim,1,0,0.000
OT,H3917,hibou,1,0,0.000
OT,H3921,prise,1,0,0.000
OT,H3934,moqueur,1,0,0.000
OT,H3935,Laada,1,0,0.000
OT,H3947,prise,1,0,0.000
OT,H3949,Likhi,1,0,0.000
OT,H395,cruauté,1,0,0.000
OT,H3962,Lésa,1,0,0.000
OT,H3963,lethek,1,0,0.000
OT,H3973,rejet,1,0,0.000
OT,H3975,repaire,1,0,0.000
OT,H3989,cuisson au four,1,0,0.000
OT,H3995,enclave,1,0,0.000
OT,H3997,entrée,1,0,0.000
OT,H4003,vide,1,0,0.000
OT,H4004,choisie,1,0,0.000
OT,H4006,Mibhar,1,0,0.000
OT,H4010,consolation,1,0,0.000
OT,H4011,structure,1,0,0.000
OT,H4012,Mebunnai,1,0,0.000
OT,H4018,lieu de cuisson,1,0,0.000
OT,H4020,extrémité,1,0,0.000
OT,H4036,Terreur de tous côtés,1,0,0.000
OT,H4041,violence,1,0,0.000
OT,H4044,tristesse,1,0,0.000
OT,H4047,Magpiash,1,0,0.000
OT,H405,main,1,0,0.000
OT,H4052,retrait,1,0,0.000
OT,H4062,ville d'or,1,0,0.000
OT,H4065,exil,1,0,0.000
OT,H4073,renversement,1,0,0.000
OT,H4088,Madmena,1,0,0.000
OT,H4094,percement,1,0,0.000
OT,H4096,largeur,1,0,0.000
OT,H4098,aire de battage,1,0,0.000
OT,H4108,allées,1,0,0.000
OT,H4110,louange,1,0,0.000
OT,H4113,fosse profonde,1,0,0.000
OT,H4123,tromperie,1,0,0.000
OT,H4130,parenté,1,0,0.000
OT,H4141,pourtour,1,0,0.000
OT,H4151,temps fixé,1,0,0.000
OT,H4152,ville de refuge,1,0,0.000
OT,H4153,Moabdija,1,0,0.000
OT,H4155,obscurité,1,0,0.000
OT,H4157,affliction,1,0,0.000
OT,H4160,extorqueur,1,0,0.000
OT,H4169,brasier,1,0,0.000
OT,H4189,bande,1,0,0.000
OT,H4190,salut,1,0,0.000
OT,H4197,liqueur,1,0,0.000
OT,H4204,plaie,1,0,0.000
OT,H4208,constellations,1,0,0.000
OT,H4216,Mazzaroth,1,0,0.000
OT,H4218,semence,1,0,0.000
OT,H4221,moelle,1,0,0.000
OT,H4231,havre,1,0,0.000
OT,H4233,Mahavite,1,0,0.000
OT,H4243,Méhir,1,0,0.000
OT,H4260,beurre,1,0,0.000
OT,H4263,objet de pitié,1,0,0.000
OT,H4267,étouffement,1,0,0.000
OT,H4269,muselière,1,0,0.000
OT,H4280,fosse d'aisances,1,0,0.000
OT,H4282,charrue,1,0,0.000
OT,H4286,dépouille,1,0,0.000
OT,H4297,perversité,1,0,0.000
OT,H4299,filé,1,0,0.000
OT,H4331,Mésha,1,0,0.000
OT,H4337,Mésha,1,0,0.000
OT,H434,néant,1,0,0.000
OT,H4343,Machbena,1,0,0.000
OT,H4344,Mackbannaï,1,0,0.000
OT,H4352,Machi,1,0,0.000
OT,H4354,Machirite,1,0,0.000
OT,H4359,perfection,1,0,0.000
OT,H4360,étoffes précieuses,1,0,0.000
OT,H4361,nourriture,1,0,0.000
OT,H4367,Machnadebai,1,0,0.000
OT,H4368,Mekona,1,0,0.000
OT,H4369,base,1,0,0.000
OT,H4380,habitation,1,0,0.000
OT,H4381,Mikri,1,0,0.000
OT,H4382,Mecherathite,1,0,0.000
OT,H4386,éclat,1,0,0.000
OT,H4389,Maktesh,1,0,0.000
OT,H4400,message,1,0,0.000
OT,H4402,mil,1,0,0.000
OT,H4408,pourpier,1,0,0.000
OT,H4423,mortier,1,0,0.000
OT,H4434,piège,1,0,0.000
OT,H4440,Malchielite,1,0,0.000
OT,H4443,Melchiram,1,0,0.000
OT,H4450,Milalai,1,0,0.000
OT,H4458,garde-robe,1,0,0.000
OT,H4461,mesure,1,0,0.000
OT,H4466,vente,1,0,0.000
OT,H4473,oint,1,0,0.000
OT,H4476,possession,1,0,0.000
OT,H4485,musique,1,0,0.000
OT,H449,Elidad,1,0,0.000
OT,H4502,couronne,1,0,0.000
OT,H4512,perfection,1,0,0.000
OT,H4515,chaussure,1,0,0.000
OT,H4516,friandises,1,0,0.000
OT,H4517,cornet,1,0,0.000
OT,H4534,haie d'épines,1,0,0.000
OT,H4540,couverture,1,0,0.000
OT,H4544,pénurie,1,0,0.000
OT,H4552,appui,1,0,0.000
OT,H4558,Mizpar,1,0,0.000
OT,H4564,voile,1,0,0.000
OT,H4568,argile,1,0,0.000
OT,H4572,Maadai,1,0,0.000
OT,H4573,Maadias,1,0,0.000
OT,H4575,influence,1,0,0.000
OT,H4576,houe,1,0,0.000
OT,H4597,Maai,1,0,0.000
OT,H4603,perfidie,1,0,0.000
OT,H4607,élévation,1,0,0.000
OT,H4613,appui,1,0,0.000
OT,H4614,pierre de fardeau,1,0,0.000
OT,H462,Élienai,1,0,0.000
OT,H4622,entrave,1,0,0.000
OT,H4623,frein,1,0,0.000
OT,H4624,garde-fou,1,0,0.000
OT,H4625,chose tortueuse,1,0,0.000
OT,H4629,clairière,1,0,0.000
OT,H4630,troupes,1,0,0.000
OT,H4633,préparation,1,0,0.000
OT,H4636,nudité,1,0,0.000
OT,H4637,terreur,1,0,0.000
OT,H4640,Maasiaï,1,0,0.000
OT,H4644,Memphis,1,0,0.000
OT,H4645,cible,1,0,0.000
OT,H4646,expiration,1,0,0.000
OT,H465,Eliphal,1,0,0.000
OT,H4652,œuvre merveilleuse,1,0,0.000
OT,H4653,division,1,0,0.000
OT,H4655,refuge,1,0,0.000
OT,H4657,équilibre,1,0,0.000
OT,H4660,massacre,1,0,0.000
OT,H4661,massue,1,0,0.000
OT,H4664,brèche,1,0,0.000
OT,H4667,fesses,1,0,0.000
OT,H4677,Metsobaïte,1,0,0.000
OT,H4697,jambières,1,0,0.000
OT,H4699,fond,1,0,0.000
OT,H4706,Mitsar,1,0,0.000
OT,H4710,chose cachée,1,0,0.000
OT,H4729,autel des parfums,1,0,0.000
OT,H4739,Makaz,1,0,0.000
OT,H4741,rabot,1,0,0.000
OT,H4748,calvitie,1,0,0.000
OT,H4750,cucumière,1,0,0.000
OT,H4760,gésier,1,0,0.000
OT,H4761,principauté,1,0,0.000
OT,H4767,abondance,1,0,0.000
OT,H4776,rébellion,1,0,0.000
OT,H478,Élishaphat,1,0,0.000
OT,H4780,rébellion,1,0,0.000
OT,H4781,Merodak,1,0,0.000
OT,H4783,persécuté,1,0,0.000
OT,H4787,amertume,1,0,0.000
OT,H4789,Meroz,1,0,0.000
OT,H4795,purification,1,0,0.000
OT,H4797,festin,1,0,0.000
OT,H4816,faiblesse,1,0,0.000
OT,H4825,Meres,1,0,0.000
OT,H4827,malice,1,0,0.000
OT,H4831,Marala,1,0,0.000
OT,H4833,fange,1,0,0.000
OT,H4845,fiel,1,0,0.000
OT,H4849,méchante,1,0,0.000
OT,H4850,Merathaim,1,0,0.000
OT,H4856,faveur,1,0,0.000
OT,H4858,fardeau,1,0,0.000
OT,H4860,tromperie,1,0,0.000
OT,H4868,sabbat,1,0,0.000
OT,H487,Alammélec,1,0,0.000
OT,H4870,méprise,1,0,0.000
OT,H4877,Meshobab,1,0,0.000
OT,H4879,erreur,1,0,0.000
OT,H4882,proie,1,0,0.000
OT,H4890,moquerie,1,0,0.000
OT,H4896,domination,1,0,0.000
OT,H4913,Mashal,1,0,0.000
OT,H4921,Meshillemith,1,0,0.000
OT,H4922,Meschullemeth,1,0,0.000
OT,H4925,Mishmanna,1,0,0.000
OT,H4926,ouïe,1,0,0.000
OT,H4935,frottement,1,0,0.000
OT,H4936,Misham,1,0,0.000
OT,H4939,oppression,1,0,0.000
OT,H4943,intendant,1,0,0.000
OT,H4950,fond,1,0,0.000
OT,H4954,Mishraïtes,1,0,0.000
OT,H497,Elada,1,0,0.000
OT,H4972,lassitude,1,0,0.000
OT,H4978,don,1,0,0.000
OT,H498,Eluzai,1,0,0.000
OT,H4981,Mithnite,1,0,0.000
OT,H4992,Matatta,1,0,0.000
OT,H5021,Nebushazban,1,0,0.000
OT,H5040,impudicité,1,0,0.000
OT,H5041,Neballat,1,0,0.000
OT,H5044,Nibshan,1,0,0.000
OT,H5053,aube,1,0,0.000
OT,H5076,tossement,1,0,0.000
OT,H5082,noblesse,1,0,0.000
OT,H5083,cadeau,1,0,0.000
OT,H5089,gémissement,1,0,0.000
OT,H5112,errance,1,0,0.000
OT,H5117,repos,1,0,0.000
OT,H5119,Nohach,1,0,0.000
OT,H512,Elkoshite,1,0,0.000
OT,H5130,van,1,0,0.000
OT,H5131,situation,1,0,0.000
OT,H5142,dommage,1,0,0.000
OT,H5147,Nakbi,1,0,0.000
OT,H5149,Néhum,1,0,0.000
OT,H515,Eltekon,1,0,0.000
OT,H5155,Néhiloth,1,0,0.000
OT,H5164,repentance,1,0,0.000
OT,H5167,Nahamani,1,0,0.000
OT,H5179,Nechushta,1,0,0.000
OT,H5180,Néhushtan,1,0,0.000
OT,H5187,porteurs d'argent,1,0,0.000
OT,H5192,poids,1,0,0.000
OT,H5196,Netaïm,1,0,0.000
OT,H5204,lamentation,1,0,0.000
OT,H5205,mouvement,1,0,0.000
OT,H5206,impureté,1,0,0.000
OT,H522,Ammah,1,0,0.000
OT,H5225,Nachon,1,0,0.000
OT,H5227,regard,1,0,0.000
OT,H5242,Némuélite,1,0,0.000
OT,H525,nourrisson,1,0,0.000
OT,H5252,cause,1,0,0.000
OT,H5280,Naamite,1,0,0.000
OT,H5282,plaisir,1,0,0.000
OT,H5289,jeune homme,1,0,0.000
OT,H5293,Naarai,1,0,0.000
OT,H5300,Nephisesim,1,0,0.000
OT,H5311,dispersion,1,0,0.000
OT,H5313,dépense,1,0,0.000
OT,H5319,lutte,1,0,0.000
OT,H5325,manche,1,0,0.000
OT,H5334,Nezib,1,0,0.000
OT,H5341,garde,1,0,0.000
OT,H5345,tuyau,1,0,0.000
OT,H5351,clous d'argent,1,0,0.000
OT,H5364,déchirure,1,0,0.000
OT,H542,artisan,1,0,0.000
OT,H5430,botte,1,0,0.000
OT,H5433,buveur,1,0,0.000
OT,H5436,Sébaïtes,1,0,0.000
OT,H5438,cause,1,0,0.000
OT,H544,vérité,1,0,0.000
OT,H5441,fourré,1,0,0.000
OT,H545,nourriture,1,0,0.000
OT,H5464,pluie battante,1,0,0.000
OT,H5468,ordre,1,0,0.000
OT,H5469,rond,1,0,0.000
OT,H547,pilier,1,0,0.000
OT,H5478,déchirure,1,0,0.000
OT,H5484,cavale,1,0,0.000
OT,H5489,mer Rouge,1,0,0.000
OT,H5501,immondice,1,0,0.000
OT,H5506,marchandise,1,0,0.000
OT,H5508,marbre noir,1,0,0.000
OT,H5522,Siccuth,1,0,0.000
OT,H5525,Sukkims,1,0,0.000
OT,H555,force,1,0,0.000
OT,H5552,panier,1,0,0.000
OT,H5565,Semachia,1,0,0.000
OT,H5573,Séne,1,0,0.000
OT,H5611,Séphar,1,0,0.000
OT,H5614,Sépharad,1,0,0.000
OT,H5615,nombre,1,0,0.000
OT,H5616,Sépharvite,1,0,0.000
OT,H5629,excédent,1,0,0.000
OT,H5652,œuvre,1,0,0.000
OT,H5671,boue épaisse,1,0,0.000
OT,H5683,Hébron,1,0,0.000
OT,H5691,amour passionné,1,0,0.000
OT,H5708,souillure,1,0,0.000
OT,H5722,Adino,1,0,0.000
OT,H5723,Adithaim,1,0,0.000
OT,H5738,Ader,1,0,0.000
OT,H5772,devoir conjugal,1,0,0.000
OT,H5773,perversité,1,0,0.000
OT,H5792,iniquité,1,0,0.000
OT,H5814,Uzzia,1,0,0.000
OT,H5834,Ézra,1,0,0.000
OT,H5836,Ézri,1,0,0.000
OT,H5845,mamelles,1,0,0.000
OT,H5851,Atara,1,0,0.000
OT,H5865,éternité,1,0,0.000
OT,H588,Anaharath,1,0,0.000
OT,H5910,Accho,1,0,0.000
OT,H5919,vipère,1,0,0.000
OT,H5932,iniquité,1,0,0.000
OT,H5948,fourneau,1,0,0.000
OT,H5951,allégresse,1,0,0.000
OT,H5952,chambre haute,1,0,0.000
OT,H5969,défaillance,1,0,0.000
OT,H5979,position,1,0,0.000
OT,H5981,Ummah,1,0,0.000
OT,H5990,Ammizabad,1,0,0.000
OT,H5991,Ammihud,1,0,0.000
OT,H6007,Amasias,1,0,0.000
OT,H6008,Amad,1,0,0.000
OT,H6012,profondeurs,1,0,0.000
OT,H6023,Amashai,1,0,0.000
OT,H6039,affliction,1,0,0.000
OT,H604,lézard,1,0,0.000
OT,H6048,Anammelek,1,0,0.000
OT,H6064,amende,1,0,0.000
OT,H6065,confiscation,1,0,0.000
OT,H6092,travail,1,0,0.000
OT,H6096,dos,1,0,0.000
OT,H6097,bois,1,0,0.000
OT,H610,pot,1,0,0.000
OT,H6110,force,1,0,0.000
OT,H6114,magistrat,1,0,0.000
OT,H6120,talon,1,0,0.000
OT,H6121,raboteux,1,0,0.000
OT,H6133,rejeton,1,0,0.000
OT,H6169,jonc,1,0,0.000
OT,H6171,onagre,1,0,0.000
OT,H6173,déshonneur,1,0,0.000
OT,H6178,ravin,1,0,0.000
OT,H6199,dénuement,1,0,0.000
OT,H6200,Aroérite,1,0,0.000
OT,H6220,Japhlet,1,0,0.000
OT,H6232,Éshek,1,0,0.000
OT,H6234,oppression,1,0,0.000
OT,H6248,pensée,1,0,0.000
OT,H6250,pensées,1,0,0.000
OT,H6254,Aschterathite,1,0,0.000
OT,H626,assemblée,1,0,0.000
OT,H6269,Athach,1,0,0.000
OT,H627,assemblée,1,0,0.000
OT,H628,ramassis de peuple,1,0,0.000
OT,H6283,abondance,1,0,0.000
OT,H6291,figue verte,1,0,0.000
OT,H6317,Putiel,1,0,0.000
OT,H6324,Punites,1,0,0.000
OT,H6326,Puah,1,0,0.000
OT,H6329,obtient,1,0,0.000
OT,H6349,instabilité,1,0,0.000
OT,H6350,légèreté,1,0,0.000
OT,H6356,fret,1,0,0.000
OT,H6359,libre,1,0,0.000
OT,H6375,faiblesse,1,0,0.000
OT,H6376,Pison,1,0,0.000
OT,H6387,division,1,0,0.000
OT,H6393,flamme,1,0,0.000
OT,H6394,Pildas,1,0,0.000
OT,H6407,Paltite,1,0,0.000
OT,H6408,Piltaï,1,0,0.000
OT,H6415,jugement,1,0,0.000
OT,H6417,jugement,1,0,0.000
OT,H6421,Pelalie,1,0,0.000
OT,H6434,coin,1,0,0.000
OT,H6436,Pannag,1,0,0.000
OT,H6451,poignée,1,0,0.000
OT,H6457,Pasach,1,0,0.000
OT,H6462,Pispah,1,0,0.000
OT,H6469,Peulthai,1,0,0.000
OT,H6474,Paarai,1,0,0.000
OT,H6477,lime,1,0,0.000
OT,H6479,pelure,1,0,0.000
OT,H6502,Piram,1,0,0.000
OT,H6512,taupe,1,0,0.000
OT,H6526,jeunesse,1,0,0.000
OT,H6534,Parmashta,1,0,0.000
OT,H6537,division,1,0,0.000
OT,H655,circonstances,1,0,0.000
OT,H6554,Pharpar,1,0,0.000
OT,H6558,Pharzites,1,0,0.000
OT,H6559,Perazim,1,0,0.000
OT,H6564,bouillon,1,0,0.000
OT,H6570,Péresh,1,0,0.000
OT,H6574,excrément,1,0,0.000
OT,H6577,Parshandatha,1,0,0.000
OT,H6580,extrémité,1,0,0.000
OT,H6592,interprétation,1,0,0.000
OT,H6608,entrée,1,0,0.000
OT,H6614,stomacher,1,0,0.000
OT,H6615,simplicité,1,0,0.000
OT,H6637,Tsobeba,1,0,0.000
OT,H664,Apheka,1,0,0.000
OT,H6644,Tsibya,1,0,0.000
OT,H6653,poignée,1,0,0.000
OT,H6656,vrai,1,0,0.000
OT,H6707,terre aride,1,0,0.000
OT,H6708,lieu élevé,1,0,0.000
OT,H671,Apharsachites,1,0,0.000
OT,H6710,sécheresse,1,0,0.000
OT,H6713,blanc,1,0,0.000
OT,H6729,carcan,1,0,0.000
OT,H674,revenu,1,0,0.000
OT,H6746,cruche,1,0,0.000
OT,H6753,Hatslelelponi,1,0,0.000
OT,H6773,soif,1,0,0.000
OT,H6799,Tsénan,1,0,0.000
OT,H6802,tourbillon,1,0,0.000
OT,H6803,pot,1,0,0.000
OT,H6804,tuyau,1,0,0.000
OT,H6812,jeunesse,1,0,0.000
OT,H6824,terre,1,0,0.000
OT,H6827,Tsphon,1,0,0.000
OT,H6831,Tséphonites,1,0,0.000
OT,H6836,attente,1,0,0.000
OT,H6837,Tsephion,1,0,0.000
OT,H6838,galette,1,0,0.000
OT,H6840,trésor,1,0,0.000
OT,H6844,guet,1,0,0.000
OT,H6874,Tséri,1,0,0.000
OT,H6888,Tséréra,1,0,0.000
OT,H6889,Tsereth,1,0,0.000
OT,H6896,panse,1,0,0.000
OT,H6899,troupe,1,0,0.000
OT,H6904,guerre,1,0,0.000
OT,H691,vaillant,1,0,0.000
OT,H6910,amas,1,0,0.000
OT,H6917,antique,1,0,0.000
OT,H6928,autrefois,1,0,0.000
OT,H6940,noirceur,1,0,0.000
OT,H6948,prostituée sacrée,1,0,0.000
OT,H696,embûche,1,0,0.000
OT,H6965,levée,1,0,0.000
OT,H6970,Koa,1,0,0.000
OT,H698,dépouilles,1,0,0.000
OT,H6984,Kushaïa,1,0,0.000
OT,H6993,massacre,1,0,0.000
OT,H6997,Hakkatan,1,0,0.000
OT,H6999,encens,1,0,0.000
OT,H700,Aruboth,1,0,0.000
OT,H7000,enclos,1,0,0.000
OT,H7005,Kattath,1,0,0.000
OT,H7009,substance,1,0,0.000
OT,H701,Arbite,1,0,0.000
OT,H7012,lever,1,0,0.000
OT,H7013,javeline,1,0,0.000
OT,H7022,opprobre,1,0,0.000
OT,H7029,Kishi,1,0,0.000
OT,H7032,son,1,0,0.000
OT,H7041,Kélaïa,1,0,0.000
OT,H7053,fourchette,1,0,0.000
OT,H7078,fin,1,0,0.000
