strongs_num,strongs_id,lemma,translit,english_default,definition,occurrences,lang,existing_rendering,proposed_rendering,status,notes
331,G331,ἀνάθεμα,anáthema,curse,":--accused, anathema, curse, X great.",6,vi,,lời nguyền rủa,needs_review,
596,G596,ἀποθήκη,apothḗkē,barn,":--barn, garner.",6,vi,,kho chứa,needs_review,
763,G763,ἀσέβεια,asébeia,ungodliness,:--ungodly(-liness).,6,vi,,sự vô đạo,needs_review,
922,G922,βάρος,báros,burden,":--burden(-some), weight.",6,vi,,gánh nặng,needs_review,
929,G929,βασανισμός,basanismós,torment,:--torment.,6,vi,,sự đau đớn,needs_review,
946,G946,βδέλυγμα,bdélygma,abomination,:--abomination.,6,vi,,điều gớm ghiếc,needs_review,
954,G954,Βεελζεβούλ,Beelzeboúl,Beelzebul,:--Beelzebub.,6,vi,,Bê-ên-xê-bun,needs_review,
1258,G1258,διάλεκτος,diálektos,language,":--language, tongue.",6,vi,,ngôn ngữ,needs_review,
1312,G1312,διαφθορά,diaphthorá,corruption,:--corruption.,6,vi,,sự hư nát,needs_review,
1385,G1385,δοκός,dokós,beam,:--beam.,6,vi,,cây đà,needs_review,
2015,G2015,ἐπιφάνεια,epipháneia,appearing,":--appearing, brightness.",6,vi,,Sự hiện ra,needs_review,
2039,G2039,ἐργασία,ergasía,profit,":--craft,  diligence, gain, work.",6,vi,,lợi,needs_review,
2189,G2189,ἔχθρα,échthra,enmity,":--enmity, hatred.",6,vi,,thù nghịch,needs_review,
2214,G2214,ζήτησις,zḗtēsis,controversy,:--question.,6,vi,,sự tranh luận,needs_review,
2218,G2218,ζυγός,zygós,yoke,":--pair  of balances, yoke.",6,vi,,cái ách,needs_review,
2266,G2266,Ἡρωδιάς,Hērōdiás,Herodias,:--Herodias.,6,vi,,Hê-rô-đia,needs_review,
2331,G2331,Θεσσαλονικεύς,Thessalonikeús,Thessalonian,:--Thessalonian.,6,vi,,người Tê-sa-lô-ni-ca,needs_review,
2368,G2368,θυμίαμα,thymíama,incense,":--incense, odour.",6,vi,,trầm hương,needs_review,
2430,G2430,Ἰκόνιον,Ikónion,Iconium,:--Iconium.,6,vi,,I-cô-ni,needs_review,
2441,G2441,ἱματισμός,himatismós,clothing,":--apparel (X -led), array, raiment, vesture.",6,vi,,y phục,needs_review,
2574,G2574,κάμηλος,kámēlos,camel,:--camel.,6,vi,,lạc đà,needs_review,
2595,G2595,κάρφος,kárphos,speck,:--mote.,6,vi,,cái rác,needs_review,
2665,G2665,καταπέτασμα,katapétasma,veil,:--vail.,6,vi,,màn,needs_review,
2671,G2671,κατάρα,katára,curse,":--curse(-d,  ing).",6,vi,,lời nguyền rủa,needs_review,
2786,G2786,Κηφᾶς,Kēphâs,Cephas,:--Cephas.,6,vi,,Sê-pha,needs_review,
2787,G2787,κιβωτός,kibōtós,ark,:--ark.,6,vi,,hòm,needs_review,
2807,G2807,κλείς,kleís,key,:--key.,6,vi,,chìa khóa,needs_review,
2859,G2859,κόλπος,kólpos,bosom,":--bosom,  creek.",6,vi,,lòng,needs_review,
2894,G2894,κόφινος,kóphinos,basket,:--basket.,6,vi,,cái giỏ,needs_review,
2906,G2906,κραυγή,kraugḗ,cry,":--clamour,  cry(-ing).",6,vi,,tiếng kêu,needs_review,
2956,G2956,Κυρηναῖος,Kyrēnaîos,Cyrenian,":--of Cyrene,  Cyrenian.",6,vi,,người Sy-ren,needs_review,
2993,G2993,Λαοδίκεια,Laodíkeia,Laodicea,:--Laodicea.,6,vi,,La-ô-đi-xê,needs_review,
3009,G3009,λειτουργία,leitourgía,ministry,":--ministration(-try), service.",6,vi,,chức vụ,needs_review,
3074,G3074,λύκος,lýkos,wolf,:--wolf.,6,vi,,chó sói,needs_review,
3082,G3082,Λύστρα,Lýstra,Lystra,:--Lystra.,6,vi,,Lít-trơ,needs_review,
3097,G3097,μάγος,mágos,magi,":--sorcerer, wise man.",6,vi,,thầy bói,needs_review,
3148,G3148,μάστιξ,mástix,scourge,":--plague, scourging.",6,vi,,roi vọt,needs_review,
3308,G3308,μέριμνα,mérimna,anxiety,:--care.,6,vi,,sự lo lắng,needs_review,
3316,G3316,μεσίτης,mesítēs,mediator,:--mediator.,6,vi,,người trung bảo,needs_review,
3448,G3448,μόσχος,móschos,calf,:--calf.,6,vi,,bò con,needs_review,
3482,G3482,Ναθαναήλ,Nathanaḗl,Nathanael,:--Nathanael.,6,vi,,Na-tha-na-ên,needs_review,
3540,G3540,νόημα,nóēma,thought,":--device, mind, thought.",6,vi,,tư tưởng,needs_review,
3667,G3667,ὁμοίωμα,homoíōma,likeness,":--made like to, likeness,  shape, similitude.",6,vi,,hình trạng,needs_review,
3671,G3671,ὁμολογία,homología,confession,":--con- (pro-)fession, professed.",6,vi,,sự xưng nhận,needs_review,
3677,G3677,ὄναρ,ónar,dream,:--dream.,6,vi,,chiêm bao,needs_review,
3688,G3688,ὄνος,ónos,donkey,:--an ass.,6,vi,,lừa,needs_review,
3696,G3696,ὅπλον,hóplon,weapon,":--armour, instrument, weapon.",6,vi,,khí giới,needs_review,
3744,G3744,ὀσμή,osmḗ,fragrance,":--odour, savour.",6,vi,,mùi thơm,needs_review,
3809,G3809,παιδεία,paideía,discipline,":--chastening, chastisement, instruction,  nurture.",6,vi,,sự sửa phạt,needs_review,
3904,G3904,παρασκευή,paraskeuḗ,preparation,:--preparation.,6,vi,,sự sửa soạn,needs_review,
3994,G3994,πενθερά,pentherá,mother-in-law,":--mother in law, wife's mother.",6,vi,,mẹ vợ,needs_review,
4006,G4006,πεποίθησις,pepoíthēsis,confidence,":--confidence,  trust.",6,vi,,lòng tin cậy,needs_review,
4081,G4081,πηλός,pēlós,clay,:--clay.,6,vi,,đất sét,needs_review,
4082,G4082,πήρα,pḗra,bag,:--scrip.,6,vi,,cái túi,needs_review,
4142,G4142,πλοιάριον,ploiárion,boat,":--boat, little (small)  ship.",6,vi,,thuyền,needs_review,
4163,G4163,ποιητής,poiētḗs,doer,"--doer, poet.",6,vi,,người làm,needs_review,
4234,G4234,πρᾶξις,prâxis,deed,":--deed, office, work.",6,vi,,việc làm,needs_review,
4348,G4348,πρόσκομμα,próskomma,stumbling block,":--offence,  stumbling(-block, (-stone)).",6,vi,,chướng ngại vật,needs_review,
4446,G4446,πυρετός,pyretós,fever,:--fever.,6,vi,,cơn sốt,needs_review,
4616,G4616,σινδών,sindṓn,linen,:--(fine) linen (cloth).,6,vi,,vải gai mịn,needs_review,
4693,G4693,σπήλαιον,spḗlaion,cave,":--cave, den.",6,vi,,hang,needs_review,
4712,G4712,στάδιον,stádion,stade,":--furlong, race.",6,vi,,dặm,needs_review,
4930,G4930,συντέλεια,syntéleia,consummation,:--end.,6,vi,,sự kết thúc,needs_review,
5174,G5174,Τρωάς,Trōás,Troas,:--Troas.,6,vi,,Trô-ách,needs_review,
5190,G5190,Τυχικός,Tychikós,Tychicus,:--Tychicus.,6,vi,,Ty-chi-cơ,needs_review,
5205,G5205,ὑετός,hyetós,rain,:--rain.,6,vi,,mưa,needs_review,
5258,G5258,ὕπνος,hýpnos,sleep,:--sleep.,6,vi,,giấc ngủ,needs_review,
5262,G5262,ὑπόδειγμα,hypódeigma,example,":--en-(ex-)ample, pattern.",6,vi,,gương,needs_review,
5311,G5311,ὕψος,hýpsos,height,":--be exalted, height,  (on) high.",6,vi,,cao,needs_review,
5360,G5360,φιλαδελφία,philadelphía,brotherly love,":--brotherly love (kindness), love of  the brethren.",6,vi,,lòng yêu thương anh em,needs_review,
5375,G5375,Φίλιπποι,Phílippoi,Philippi,:--Philippi.,6,vi,,Thành phố Phi-líp,needs_review,
5444,G5444,φύλλον,phýllon,leaf,:--leaf.,6,vi,,lá,needs_review,
5494,G5494,χειμών,cheimṓn,winter,":--tempest, foul weather,  winter.",6,vi,,mùa đông,needs_review,
2,G2,Ἀαρών,Aarṓn,Aaron,:--Aaron.,5,vi,,A-rôn,needs_review,
20,G20,ἀγαλλίασις,agallíasis,exultation,":--gladness, (exceeding) joy.",5,vi,,sự vui mừng,needs_review,
181,G181,ἀκαταστασία,akatastasía,disorder,":--commotion, confusion, tumult.",5,vi,,rối loạn,needs_review,
231,G231,ἁλιεύς,halieús,fisherman,:--fisher(-man).,5,vi,,ngư phủ,needs_review,
256,G256,Ἀλφαῖος,Alphaîos,Alphaeus,:--Alpheus.,5,vi,,A-phê,needs_review,
285,G285,ἄμμος,ámmos,sand,:--sand.,5,vi,,cát,needs_review,
372,G372,ἀνάπαυσις,anápausis,rest,:--rest.,5,vi,,sự yên nghỉ,needs_review,
425,G425,ἄνεσις,ánesis,relief,":--eased, liberty, rest.",5,vi,,sự yên nghỉ,needs_review,
476,G476,ἀντίδικος,antídikos,adversary,:--adversary.,5,vi,,kẻ nghịch,needs_review,
500,G500,ἀντίχριστος,antíchristos,antichrist,:--antichrist.,5,vi,,Kẻ chống Chúa,needs_review,
696,G696,ἄργυρος,árgyros,silver,:--silver.,5,vi,,bạc,needs_review,
703,G703,ἀρέτη,arétē,virtue,":--praise, virtue.",5,vi,,nhân đức,needs_review,
708,G708,Ἀρίσταρχος,Arístarchos,Aristarchus,:--Aristarchus.,5,vi,,A-ri-xtác,needs_review,
735,G735,Ἄρτεμις,Ártemis,Artemis,:--Diana.,5,vi,,Điana,needs_review,
942,G942,βάτος,bátos,bush,":--bramble, bush.",5,vi,,bụi gai,needs_review,
1049,G1049,γαζοφυλάκιον,gazophylákion,treasury,:--treasury.,5,vi,,két bạc,needs_review,
1050,G1050,Γάϊος,Gáïos,Gaius,:--Gaius.,5,vi,,Gai-út,needs_review,
1051,G1051,γάλα,gála,milk,:--milk.,5,vi,,sữa,needs_review,
1116,G1116,Γόμοῤῥα,Gómorrha,Gomorrah,:--Gomorrha.,5,vi,,Gô-mô-rơ,needs_review,
1142,G1142,δαίμων,daímōn,demon,:--devil.,5,vi,,ma quỷ,needs_review,
1378,G1378,δόγμα,dógma,decree,":--decree, ordinance.",5,vi,,chiếu chỉ,needs_review,
1397,G1397,δουλεία,douleía,bondage,:--bondage.,5,vi,,sự nô lệ,needs_review,
1424,G1424,δυσμή,dysmḗ,west,:--west.,5,vi,,tây,needs_review,
1491,G1491,εἶδος,eîdos,form,":--appearance,  fashion, shape, sight.",5,vi,,hình dạng,needs_review,
1529,G1529,εἴσοδος,eísodos,entrance,":--coming,  enter(-ing) in (to).",5,vi,,sự vào,needs_review,
1713,G1713,ἔμπορος,émporos,merchant,:--merchant.,5,vi,,thương gia,needs_review,
1923,G1923,ἐπιγραφή,epigraphḗ,inscription,:--superscription.,5,vi,,chữ đề,needs_review,
2191,G2191,ἔχιδνα,échidna,viper,:--viper.,5,vi,,rắn lục,needs_review,
2213,G2213,ζήτημα,zḗtēma,question,:--question.,5,vi,,vấn đề,needs_review,
2237,G2237,ἡδονή,hēdonḗ,pleasure,":--lust, pleasure.",5,vi,,khoái lạc,needs_review,
2332,G2332,Θεσσαλονίκη,Thessaloníkē,Thessalonica,:--Thessalonica.,5,vi,,Thê-sa-lô-ni-ca,needs_review,
2382,G2382,θώραξ,thṓrax,breastplate,:--breast-plate.,5,vi,,áo giáp,needs_review,
2394,G2394,Ἰάσων,Iásōn,Jason,:--Jason.,5,vi,,Gia-sôn,needs_review,
2399,G2399,ἰδιώτης,idiṓtēs,unskilled person,":--ignorant, rude, unlearned.",5,vi,,người thường,needs_review,
2421,G2421,Ἰεσσαί,Iessaí,Jesse,:--Jesse.,5,vi,,Gie-sê,needs_review,
2482,G2482,Ἰταλία,Italía,Italy,:--Italy.,5,vi,,Nước Ý,needs_review,
2583,G2583,κανών,kanṓn,rule,":--line, rule.",5,vi,,quy tắc,needs_review,
2759,G2759,κέντρον,kéntron,sting,":--prick,  sting.",5,vi,,nọc,needs_review,
2779,G2779,κῆπος,kēpos,garden,:--garden.,5,vi,,vườn,needs_review,
2861,G2861,κολυμβήθρα,kolymbḗthra,pool,:--pool.,5,vi,,hồ,needs_review,
2868,G2868,κονιορτός,koniortós,dust,:--dust.,5,vi,,bụi,needs_review,
2899,G2899,κράσπεδον,kráspedon,hem,":--border, hem.",5,vi,,viền áo,needs_review,
2914,G2914,Κρήτη,Krḗtē,Crete,:--Crete.,5,vi,,Cơ-rết,needs_review,
2949,G2949,κῦμα,kŷma,wave,:--wave.,5,vi,,sóng,needs_review,
2954,G2954,Κύπρος,Kýpros,Cyprus,:--Cyprus.,5,vi,,Chíp-rơ,needs_review,
2965,G2965,κύων,kýōn,dog,:--dog.,5,vi,,chó,needs_review,
2999,G2999,λατρεία,latreía,worship,:--(divine) service.,5,vi,,sự thờ phượng,needs_review,
3011,G3011,λειτουργός,leitourgós,minister,:--minister(-ed).,5,vi,,người phục vụ,needs_review,
3017,G3017,Λευΐ,Leuḯ,Levi,:--Levi.,5,vi,,Lê-vi,needs_review,
3025,G3025,ληνός,lēnós,winepress,:--winepress.,5,vi,,máy ép rượu,needs_review,
3110,G3110,Μακεδών,Makedṓn,Macedonian,":--of Macedonia, Macedonian.",5,vi,,người Ma-xê-đoan,needs_review,
3156,G3156,Ματθαῖος,Matthaîos,Matthew,:--Matthew.,5,vi,,Ma-thi-ơ,needs_review,
3310,G3310,μερίς,merís,portion,:--part (X -akers).,5,vi,,phần,needs_review,
3454,G3454,μῦθος,mŷthos,myth,:--fable.,5,vi,,chuyện hoang đường,needs_review,
3472,G3472,μωρία,mōría,foolishness,:--foolishness.,5,vi,,sự ngu dại,needs_review,
3494,G3494,νεανίας,neanías,young man,:--young  man.,5,vi,,người trai trẻ,needs_review,
3503,G3503,νεότης,neótēs,youth,:--youth.,5,vi,,tuổi trẻ,needs_review,
3530,G3530,Νικόδημος,Nikódēmos,Nicodemus,:--Nicodemus.,5,vi,,Ni-cô-đem,needs_review,
3595,G3595,ὁδηγός,hodēgós,guide,":--guide, leader.",5,vi,,người dẫn đường,needs_review,
3608,G3608,ὀθόνιον,othónion,linen wrappings,:--linen  clothes.,5,vi,,vải liệm,needs_review,
3628,G3628,οἰκτιρμός,oiktirmós,mercy,:--mercy.,5,vi,,lòng thương xót,needs_review,
3680,G3680,ὀνειδισμός,oneidismós,reproach,:--reproach.,5,vi,,sự sỉ nhục,needs_review,
3747,G3747,ὀστέον,ostéon,bone,:--bone.,5,vi,,xương,needs_review,
3795,G3795,ὀψάριον,opsárion,fish,:--fish.,5,vi,,cá,needs_review,
3803,G3803,παγίς,pagís,snare,:--snare.,5,vi,,cái bẫy,needs_review,
3828,G3828,Παμφυλία,Pamphylía,Pamphylia,:--Pamphylia.,5,vi,,Pam-phi-ly,needs_review,
3834,G3834,πανουργία,panourgía,craftiness,":--(cunning) craftiness, subtilty.",5,vi,,xảo quyệt,needs_review,
3848,G3848,παραβάτης,parabátēs,transgressor,":--breaker, transgress(-or).",5,vi,,kẻ phạm pháp,needs_review,
3852,G3852,παραγγελία,parangelía,command,":--charge, command.",5,vi,,mạng lịnh,needs_review,
3875,G3875,παράκλητος,paráklētos,Advocate,":--advocate, comforter.",5,vi,,Đấng Yên Ủi,needs_review,
3942,G3942,παροιμία,paroimía,proverb,":--parable, proverb.",5,vi,,tục ngữ,needs_review,
3997,G3997,πένθος,pénthos,mourning,":--mourning, sorrow.",5,vi,,sự buồn rầu,needs_review,
4047,G4047,περιποίησις,peripoíēsis,possession,":--obtain(-ing), peculiar, purchased, possession, saving.",5,vi,,sự được rỗi,needs_review,
4051,G4051,περίσσευμα,perísseuma,abundance,":--abundance, that was left,  over and above.",5,vi,,dư dật,needs_review,
4094,G4094,πίναξ,pínax,platter,":--charger, platter.",5,vi,,cái dĩa,needs_review,
4125,G4125,πλευρά,pleurá,side,:--side.,5,vi,,sườn,needs_review,
4167,G4167,ποίμνη,poímnē,flock,":--flock,  fold.",5,vi,,bầy chiên,needs_review,
4168,G4168,ποίμνιον,poímnion,flock,:--flock.,5,vi,,bầy chiên,needs_review,
4209,G4209,πορφύρα,porphýra,purple,:--purple.,5,vi,,màu tía,needs_review,
4252,G4252,Πρίσκιλλα,Prískilla,Priscilla,:--Priscilla.,5,vi,,Bà Bích-sơ,needs_review,
4288,G4288,προθυμία,prothymía,eagerness,":--forwardness of mind,  readiness (of mind), ready (willing) mind.",5,vi,,lòng sốt sắng,needs_review,
4411,G4411,πρωτοκλισία,prōtoklisía,seat of honor,":--chief (highest, uppermost)  room.",5,vi,,chỗ ngồi cao nhất,needs_review,
4420,G4420,πτέρυξ,ptéryx,wing,:--wing.,5,vi,,cánh,needs_review,
4430,G4430,πτῶμα,ptōma,corpse,":--dead body, carcase, corpse.",5,vi,,xác chết,needs_review,
4615,G4615,σίναπι,sínapi,mustard,:--mustard.,5,vi,,cải,needs_review,
4651,G4651,σκορπίος,skorpíos,scorpion,:--scorpion.,5,vi,,bọ cạp,needs_review,
4703,G4703,σπόρος,spóros,seed,:--seed (X sown).,5,vi,,hạt giống,needs_review,
4711,G4711,σπυρίς,spyrís,basket,:--basket.,5,vi,,cái giỏ,needs_review,
4719,G4719,στάχυς,stáchys,ear of grain,:--ear (of corn).,5,vi,,gié lúa,needs_review,
4738,G4738,στῆθος,stēthos,chest,:--breast.,5,vi,,ngực,needs_review,
5156,G5156,τρόμος,trómos,trembling,:--+ tremble(-ing).,5,vi,,run rẩy,needs_review,
5206,G5206,υἱοθεσία,huiothesía,adoption,":--adoption (of children, of sons).",5,vi,,sự làm con nuôi,needs_review,
5287,G5287,ὑπόστασις,hypóstasis,substance,":--confidence, confident, person,  substance.",5,vi,,bản thể,needs_review,
5328,G5328,Φαραώ,Pharaṓ,Pharaoh,:--Pharaoh.,5,vi,,Pha-ra-ôn,needs_review,
5411,G5411,φόρος,phóros,tribute,:--tribute.,5,vi,,thuế,needs_review,
5413,G5413,φορτίον,phortíon,burden,:--burden.,5,vi,,gánh nặng,needs_review,
5445,G5445,φύραμα,phýrama,lump,:--lump.,5,vi,,cục bột,needs_review,
5475,G5475,χαλκός,chalkós,bronze,":--brass, money.",5,vi,,đồng,needs_review,
5621,G5621,ὠτίον,ōtíon,ear,:--ear.,5,vi,,tai,needs_review,
1,G1,Α,A,Alpha,--Alpha.,4,vi,,An-pha,needs_review,
6,G6,Ἄβελ,Ábel,Abel,:--Abel.,4,vi,,A-bên,needs_review,
19,G19,ἀγαθωσύνη,agathōsýnē,goodness,:--goodness.,4,vi,,lòng nhân từ,needs_review,
22,G22,ἄγαμος,ágamos,unmarried,:--unmarried.,4,vi,,người chưa lập gia đình,needs_review,
45,G45,ἄγκυρα,ánkyra,anchor,:--anchor.,4,vi,,cái neo,needs_review,
52,G52,ἄγνοια,ágnoia,ignorance,:--ignorance.,4,vi,,sự ngu dốt,needs_review,
105,G105,ἀετός,aetós,eagle,:--eagle.,4,vi,,chim ưng,needs_review,
116,G116,Ἀθῆναι,Athēnai,Athens,:-- Athens.,4,vi,,A-thên,needs_review,
200,G200,ἀκρίς,akrís,locust,:--locust.,4,vi,,châu chấu,needs_review,
202,G202,ἀκροατής,akroatḗs,hearer,:--hearer.,4,vi,,người nghe,needs_review,
211,G211,ἀλάβαστρον,alábastron,alabaster jar,:--(alabaster) box.,4,vi,,bình ngọc trắng,needs_review,
265,G265,ἁμάρτημα,hamártēma,sin,:--sin.,4,vi,,tội,needs_review,
286,G286,ἀμνός,amnós,lamb,:--lamb.,4,vi,,Chiên Con,needs_review,
364,G364,ἀνάμνησις,anámnēsis,remembrance,:--remembrance (again).,4,vi,,Sự nhắc lại,needs_review,
438,G438,ἄνθος,ánthos,flower,:--flower.,4,vi,,hoa,needs_review,
446,G446,ἀνθύπατος,anthýpatos,proconsul,:--deputy.,4,vi,,quan tổng đốc,needs_review,
452,G452,Ἄννας,Ánnas,Annas,:--Annas.,4,vi,,An-ne,needs_review,
485,G485,ἀντιλογία,antilogía,opposition,":--contradiction,  gainsaying, strife.",4,vi,,sự chống trả,needs_review,
529,G529,ἀπάντησις,apántēsis,meeting,:--meet.,4,vi,,sự gặp gỡ,needs_review,
547,G547,ἀπειλή,apeilḗ,threat,":--X straitly, threatening.",4,vi,,sự hăm dọa,needs_review,
612,G612,ἀπόκρισις,apókrisis,answer,:--answer.,4,vi,,lời đáp,needs_review,
651,G651,ἀποστολή,apostolḗ,apostleship,:--apostleship.,4,vi,,chức vụ sứ đồ,needs_review,
697,G697,Ἄρειος Πάγος,Áreios Págos,Areopagus,":--Areopagus, Mars' Hill.",4,vi,,Hội đồng A-rê-ô-ba,needs_review,
707,G707,Ἀριμαθαία,Arimathaía,Arimathea,:--Arimathæa.,4,vi,,A-ri-ma-thê,needs_review,
716,G716,ἅρμα,hárma,chariot,:--chariot.,4,vi,,xe chiến,needs_review,
747,G747,ἀρχηγός,archēgós,pioneer,":--author, captain, prince.",4,vi,,Đấng khởi nguyên,needs_review,
759,G759,ἄρωμα,árōma,spice,:--(sweet)  spice.,4,vi,,thuốc thơm,needs_review,
798,G798,ἄστρον,ástron,star,:--star.,4,vi,,ngôi sao,needs_review,
877,G877,ἀφροσύνη,aphrosýnē,foolishness,":--folly, foolishly(-ness).",4,vi,,sự ngu dại,needs_review,
905,G905,βαλάντιον,balántion,money bag,":--bag, purse.",4,vi,,túi tiền,needs_review,
909,G909,βαπτισμός,baptismós,washing,":--baptism, washing.",4,vi,,sự rửa,needs_review,
918,G918,Βαρθολομαῖος,Bartholomaîos,Bartholomew,:--Bartholomeus.,4,vi,,Ba-thê-lê-my,needs_review,
938,G938,βασίλισσα,basílissa,queen,:--queen.,4,vi,,nữ vương,needs_review,
958,G958,Βενιαμίν,Beniamín,Benjamin,:--Benjamin.,4,vi,,Bên-gia-min,needs_review,
966,G966,Βηθσαϊδά,Bēthsaïdá,Bethsaida,:--Bethsaida.,4,vi,,Bết-sai-đa,needs_review,
970,G970,βία,bía,violence,:--violence.,4,vi,,bạo lực,needs_review,
974,G974,βιβλιαρίδιον,bibliarídion,little scroll,:--little book.,4,vi,,cuộn sách nhỏ,needs_review,
1053,G1053,Γαλατία,Galatía,Galatia,:--Galatia.,4,vi,,Ga-la-ti,needs_review,
1069,G1069,γείτων,geítōn,neighbor,:--neighbour.,4,vi,,người lân cận,needs_review,
1112,G1112,γογγυσμός,gongysmós,grumbling,":--grudging, murmuring.",4,vi,,lằm bằm,needs_review,
1201,G1201,δεσμωτήριον,desmōtḗrion,prison,:--prison.,4,vi,,ngục,needs_review,
1218,G1218,δῆμος,dēmos,crowd,:--people.,4,vi,,dân chúng,needs_review,
1349,G1349,δίκη,díkē,punishment,":--judgment, punish,  vengeance.",4,vi,,hình phạt,needs_review,
1390,G1390,δόμα,dóma,gift,:--gift.,4,vi,,quà tặng,needs_review,
1466,G1466,ἐγκράτεια,enkráteia,self-control,:--temperance.,4,vi,,tiết độ,needs_review,
1495,G1495,εἰδωλολατρεία,eidōlolatreía,idolatry,:--idolatry.,4,vi,,thờ hình tượng,needs_review,
1732,G1732,ἔνδειξις,éndeixis,proof,":--declare, evident token, proof.",4,vi,,bằng chứng,needs_review,
1761,G1761,ἐνθύμησις,enthýmēsis,thought,":--device, thought.",4,vi,,ý tưởng,needs_review,
1915,G1915,ἐπίβλημα,epíblēma,patch,:--piece.,4,vi,,miếng vá,needs_review,
1917,G1917,ἐπιβουλή,epiboulḗ,plot,:--laying (lying) in wait.,4,vi,,mưu hại,needs_review,
1936,G1936,ἐπίθεσις,epíthesis,laying on,:--laying (putting) on.,4,vi,,sự đặt tay,needs_review,
1984,G1984,ἐπισκοπή,episkopḗ,visitation,":--the office of a ""bishop"",  bishoprick, visitation.",4,vi,,sự thăm viếng,needs_review,
2047,G2047,ἐρημία,erēmía,wilderness,":--desert, wilderness.",4,vi,,đồng vắng,needs_review,
2062,G2062,ἑρπετόν,herpetón,reptile,":--creeping thing, serpent.",4,vi,,loài bò sát,needs_review,
2083,G2083,ἑταῖρος,hetaîros,friend,":--fellow, friend.",4,vi,,bạn,needs_review,
2209,G2209,ζημία,zēmía,loss,":--damage, loss.",4,vi,,tổn hại,needs_review,
2217,G2217,ζόφος,zóphos,darkness,":--blackness, darkness, mist.",4,vi,,tối tăm,needs_review,
2271,G2271,ἡσυχία,hēsychía,quietness,":--quietness, silence.",4,vi,,yên lặng,needs_review,
2322,G2322,θεραπεία,therapeía,healing,":--healing, household.",4,vi,,sự chữa lành,needs_review,
2356,G2356,θρησκεία,thrēskeía,religion,":--religion,  worshipping.",4,vi,,tôn giáo,needs_review,
2363,G2363,Θυάτειρα,Thyáteira,Thyatira,:--Thyatira.,4,vi,,Thi-a-ti-rơ,needs_review,
2377,G2377,θυρωρός,thyrōrós,doorkeeper,":--that kept the door,  porter.",4,vi,,người giữ cửa,needs_review,
2393,G2393,ἴασπις,íaspis,jasper,:--jasper.,4,vi,,ngọc bích,needs_review,
2420,G2420,ἱερωσύνη,hierōsýnē,priesthood,:--priesthood.,4,vi,,chức tế lễ,needs_review,
2438,G2438,ἱμάς,himás,strap,":--latchet, thong.",4,vi,,dây giày,needs_review,
2571,G2571,κάλυμα,kályma,veil,:--vail.,4,vi,,màn che,needs_review,
2575,G2575,κάμινος,káminos,furnace,:--furnace.,4,vi,,lò lửa,needs_review,
2580,G2580,Κανᾶ,Kanâ,Cana,:--Cana.,4,vi,,Ca-na,needs_review,
2627,G2627,κατακλυσμός,kataklysmós,flood,:--flood.,4,vi,,nước lụt,needs_review,
2643,G2643,καταλλαγή,katallagḗ,reconciliation,":--atonement, reconciliation(-ing).",4,vi,,sự hòa giải,needs_review,
2724,G2724,κατηγορία,katēgoría,accusation,:--accusation  (X -ed).,4,vi,,cáo buộc,needs_review,
2778,G2778,κῆνσος,kēnsos,tribute,:--tribute.,4,vi,,thuế,needs_review,
2788,G2788,κιθάρα,kithára,harp,:--harp.,4,vi,,đàn hạc,needs_review,
2814,G2814,κλῆμα,klēma,branch,:--branch.,4,vi,,nhánh,needs_review,
2845,G2845,κοίτη,koítē,bed,":--bed, chambering, X conceive.",4,vi,,giường,needs_review,
2898,G2898,κρανίον,kraníon,skull,":--Calvary, skull.",4,vi,,cái sọ,needs_review,
2933,G2933,κτῆμα,ktēma,possession,:--possession.,4,vi,,của cải,needs_review,
2934,G2934,κτῆνος,ktēnos,beast,:--beast.,4,vi,,thú vật,needs_review,
2938,G2938,κτίσμα,ktísma,creature,:--creature.,4,vi,,vật thọ tạo,needs_review,
2952,G2952,κυνάριον,kynárion,dog,:--dog.,4,vi,,chó con,needs_review,
2963,G2963,κυριότης,kyriótēs,dominion,":--dominion, government.",4,vi,,quyền cai trị,needs_review,
2981,G2981,λαλιά,laliá,speech,":--saying, speech.",4,vi,,lời nói,needs_review,
3001,G3001,λάχανον,láchanon,herb,:--herb.,4,vi,,rau,needs_review,
3003,G3003,λεγεών,legeṓn,legion,:--legion.,4,vi,,quân đội,needs_review,
3014,G3014,λέπρα,lépra,leprosy,:--leprosy.,4,vi,,bệnh phung,needs_review,
3051,G3051,λόγιον,lógion,oracle,:--oracle.,4,vi,,lời phán,needs_review,
3091,G3091,Λώτ,Lṓt,Lot,:--Lot.,4,vi,,Lót,needs_review,
3126,G3126,μαμμωνᾶς,mammōnâs,mammon,:--mammon.,4,vi,,ma-môn,needs_review,
3163,G3163,μάχη,máchē,strife,":--fighting,  strive, striving.",4,vi,,tranh chiến,needs_review,
3192,G3192,μέλι,méli,honey,:--honey.,4,vi,,mật ong,needs_review,
3317,G3317,μεσονύκτιον,mesonýktion,midnight,:--midnight.,4,vi,,nửa đêm,needs_review,
3350,G3350,μετοικεσία,metoikesía,deportation,":--X brought, carried(-ying) away  (in-)to.",4,vi,,đày,needs_review,
3411,G3411,μισθωτός,misthōtós,hireling,":--hired servant, hireling.",4,vi,,người làm thuê,needs_review,
3430,G3430,μοιχεία,moicheía,adultery,:--adultery.,4,vi,,ngoại tình,needs_review,
